transaction_id,timestamp,customer_id,transaction_amount,account_balance_before,account_balance_after,transaction_frequency_24h,avg_transaction_amount_7d,num_failed_transactions_7d,time_since_last_transaction_hr,transaction_hour,is_weekend,account_age_days,user_risk_score,num_devices_used,num_countries_used,previous_fraud_count,kyc_verified,transaction_type,merchant_category,device_type,location_match,payment_channel,transaction_description,merchant_name,customer_support_note,is_fraud,description_risk_score,description_tone,semantic_merchant_category
TX000012,2025-01-02 12:23:33,CUST0253,215.85,3083.63,2867.78,0,0.0,0,5748.39,12,0,239,0.1460481267813674,1,0,0,1,transfer,Utilities,desktop,1,bank,Payment for monthly cellular and data plan.,Verizon Wireless,,0,1,routine,services
TX000013,2025-01-02 09:06:56,CUST0108,22.3,2787.35,2765.05,0,0.0,0,8025.12,9,0,334,0.0604805895154762,2,0,0,0,online purchase,Food,mobile,1,e-wallet,Quick purchase of a latte and a pastry.,Starbucks,,0,1,routine,daily essentials
TX000014,2025-01-02 15:57:38,CUST0208,301.44,2009.63,1708.19,1,105.77,0,6.34,15,0,237,0.764871434110498,1,0,0,0,online purchase,Electronics,desktop,1,card,Buying a new computer monitor for a home office setup.,Best Buy,,0,2,routine,other
TX000015,2025-01-02 23:28:41,CUST0035,1079.17,1101.19,22.02,0,0.0,0,1991.48,23,0,82,0.411993964975517,1,1,0,1,transfer,Services,mobile,0,bank,IMMEDIATE TRANSFER: Moving nearly entire balance to an unknown third-party account.,Cash Transfer Service,Customer appears confused about recipient identity when prompted.,1,10,panic,crypto/finance
TX000016,2025-01-02 00:02:49,CUST0300,11.31,942.09,930.78,1,39.25,1,-16.3,0,0,143,0.0603691501968914,2,0,0,1,online purchase,Entertainment,mobile,1,card,Monthly family plan subscription for music streaming.,Spotify,,0,1,routine,services
TX000017,2025-01-02 18:57:00,CUST0043,54.86,1371.58,1316.72,0,0.0,0,2970.95,18,0,123,0.8035206888347924,1,0,0,0,online purchase,Clothing,mobile,1,card,Buying t-shirts and jeans during a seasonal sale.,H&M,,0,1,routine,other
TX000018,2025-01-02 23:50:30,CUST0116,81.14,4057.17,3976.03,0,0.0,0,6215.84,23,0,258,0.1657749574930738,2,0,0,1,online purchase,Travel,mobile,1,e-wallet,Late night ride home from a social gathering.,Uber,,0,1,routine,services
TX000019,2025-01-02 12:09:13,CUST0246,129.65,3704.23,3574.58,0,0.0,0,372.15,12,0,15,0.2177883688579468,1,0,0,0,online purchase,Services,mobile,1,card,Picking up monthly prescription and some over-the-counter medicine.,Local Pharmacy,,0,1,routine,daily essentials
TX000020,2025-01-02 20:31:14,CUST0118,619.35,3096.74,2477.39,0,0.0,0,716.52,20,0,29,0.2797682409679856,2,0,0,1,online purchase,Travel,tablet,1,card,Down payment for a weekend cabin rental.,AirBnB,,0,2,routine,services
TX000021,2025-01-02 06:53:31,CUST0298,87.98,2199.53,2111.55,0,0.0,0,630.89,6,0,26,0.029371109676497,1,0,0,1,online purchase,Services,desktop,1,card,Monthly gym membership fee for fitness services.,Gold's Gym,,0,1,routine,services
TX000022,2025-01-02 10:38:46,CUST0131,271.94,1510.77,1238.83,0,0.0,0,3514.65,10,0,146,0.1629868474246943,2,0,0,1,online purchase,Entertainment,desktop,1,card,Buying two tickets for an upcoming concert tour.,Ticketmaster,,0,1,routine,other
TX000023,2025-01-02 02:10:43,CUST0296,4.22,4222.11,4217.89,0,0.0,0,1898.18,2,0,79,0.3978259922675418,2,1,0,1,online purchase,Services,desktop,0,card,TESTING: A tiny transaction to verify card validity on a new account.,Micro-SaaS Gateway,Pattern of multiple failed login attempts detected prior to purchase.,1,7,routine,services
TX000024,2025-01-02 13:08:35,CUST0216,393.13,3276.05,2882.92,0,0.0,0,4525.14,13,0,188,0.7138719138583228,1,0,0,0,online purchase,Clothing,mobile,1,card,Buying a new suit for a wedding event.,Zara,,0,1,routine,other
TX000025,2025-01-02 09:39:40,CUST0176,495.12,4501.06,4005.94,0,0.0,0,105.66,9,0,4,0.224876182348314,1,0,0,0,transfer,Services,desktop,1,bank,Monthly premium payment for auto and renters insurance.,State Farm Insurance,,0,1,routine,services
TX000026,2025-01-02 19:12:03,CUST0257,45.32,2266.18,2220.86,0,0.0,0,3283.2,19,0,136,0.0361110947126189,1,0,0,0,online purchase,Food,mobile,1,e-wallet,Friday night dinner delivery for the family.,Domino's Pizza,,0,1,routine,daily essentials
TX000027,2025-01-02 11:59:45,CUST0262,407.15,4523.86,4116.71,0,0.0,0,3444.0,11,0,143,0.2779753150284881,1,0,0,1,online purchase,Services,mobile,1,card,Buying supplies for a weekend home garden project.,The Home Depot,,0,1,routine,other
TX000028,2025-01-02 17:47:21,CUST0105,127.72,2554.42,2426.7,0,0.0,0,3017.79,17,0,125,0.2083543684981106,2,0,0,1,withdrawal,Services,mobile,1,card,Cash withdrawal for weekend pocket money.,Local ATM,,0,2,routine,crypto/finance
TX000029,2025-01-02 14:56:09,CUST0248,94.13,1448.23,1354.1,0,0.0,0,3182.94,14,0,132,0.0392837214130572,2,0,0,1,online purchase,Food,desktop,1,card,Bulk purchase of dog food and chew toys.,Chewy,,0,1,routine,other
TX000030,2025-01-03 16:00:49,CUST0187,532.21,3801.52,3269.31,0,0.0,0,6376.01,16,0,265,0.8126448195730781,1,0,0,1,online purchase,Electronics,mobile,1,card,Buying a new pair of wireless earbuds.,Apple Store,,0,1,routine,other
TX000031,2025-01-03 21:25:11,CUST0221,92.37,3079.13,2986.76,0,0.0,0,861.42,21,0,35,0.2423099277033597,2,0,0,0,online purchase,Clothing,tablet,1,e-wallet,Purchase of a handmade ceramic vase for home decor.,Etsy,,0,1,routine,other
TX000032,2025-01-03 04:29:00,CUST0028,1288.86,1400.94,112.08,0,0.0,0,5596.48,4,0,233,0.2762518245054365,2,1,0,1,online purchase,Electronics,mobile,0,card,URGENT: Bulk purchase of latest smartphones from an unrecognized device.,Global Tech Wholesale,MFA was bypassed or reset immediately before this transaction.,1,9,urgent,other
TX000033,2025-01-03 14:23:12,CUST0037,4.05,202.74,198.69,0,0.0,0,6686.39,14,0,278,0.2926397455290384,1,0,0,1,online purchase,Food,mobile,1,e-wallet,Late lunch delivery from a local deli.,Postmates,,0,1,routine,services
TX000034,2025-01-03 10:23:47,CUST0208,51.25,1708.19,1656.94,1,203.6,0,18.44,10,0,238,0.764871434110498,1,0,0,0,online purchase,Services,desktop,1,card,Monthly subscription for creative software suite tools.,Adobe Systems,,0,1,routine,services
TX000035,2025-01-03 11:50:08,CUST0065,89.6,1280.03,1190.43,0,0.0,0,3059.84,11,0,127,0.1122895878012226,2,0,0,0,online purchase,Clothing,mobile,1,card,Buying household essentials and some seasonal clothing.,Target,,0,1,routine,other
TX000036,2025-01-03 18:09:43,CUST0073,53.74,3582.98,3529.24,0,0.0,0,7818.16,18,0,325,0.957965239423994,2,0,0,1,online purchase,Entertainment,mobile,1,card,Digital purchase of a new indie adventure game.,Nintendo eShop,,0,1,routine,other
TX000037,2025-01-03 15:04:10,CUST0248,297.9,1354.1,1056.2,0,94.13,0,24.13,15,0,133,0.0392837214130572,2,0,0,1,online purchase,Travel,desktop,1,card,Hotel reservation for an upcoming business conference.,Expedia,,0,1,routine,services
TX000038,2025-01-03 09:01:00,CUST0111,5.53,69.11,63.58,0,0.0,0,1737.02,9,0,72,0.0653897202417576,1,0,0,1,transfer,Utilities,desktop,1,bank,Monthly bill for high-speed internet and cable services.,Comcast Xfinity,,0,1,routine,services
TX000039,2025-01-03 01:40:16,CUST0122,195.89,3917.8,3721.91,0,0.0,0,3481.67,1,0,145,0.236210396538569,2,0,0,1,online purchase,Food,desktop,1,card,Subscription charge for weekly meal delivery service.,HelloFresh,Recurring billing event.,0,1,routine,services
TX000040,2025-01-03 13:00:41,CUST0052,202.34,2529.25,2326.91,0,0.0,0,8509.01,13,0,354,0.2352849527442644,2,0,0,1,online purchase,Clothing,mobile,1,card,Ordering a new pair of running shoes online.,Nike,,0,1,routine,other
TX000041,2025-01-04 22:09:41,CUST0213,66.62,2220.65,2154.03,0,0.0,0,8566.16,22,1,356,0.0974914148822994,1,0,0,1,online purchase,Travel,mobile,1,e-wallet,Commute from the airport to the city center.,Lyft,,0,1,routine,services
TX000042,2025-01-04 15:56:36,CUST0080,266.97,2966.34,2699.37,0,0.0,0,7815.94,15,1,325,0.246864074681517,1,0,0,0,online purchase,Services,mobile,1,card,Buying various skincare and makeup products.,Sephora,,0,1,routine,other
TX000043,2025-01-04 12:29:47,CUST0300,18.62,930.78,912.16,0,25.28,0,60.45,12,1,145,0.0603691501968914,2,0,0,1,online purchase,Services,mobile,1,card,Purchase of light bulbs and batteries for the home.,Lowe's,,0,1,routine,other
TX000044,2025-01-04 13:45:29,CUST0051,25.6,1023.82,998.22,0,0.0,0,2797.76,13,1,116,0.1405095408521473,2,0,0,1,online purchase,Food,mobile,1,e-wallet,Lunch delivery from a local Thai restaurant.,DoorDash,,0,1,routine,services
TX000045,2025-01-04 16:54:29,CUST0041,378.5,3784.99,3406.49,0,0.0,0,5752.91,16,1,239,0.9824883216617316,1,0,0,0,online purchase,Clothing,desktop,1,card,Ordering a new pair of prescription eyeglasses.,Warby Parker,,0,1,routine,other
TX000046,2025-01-04 20:43:37,CUST0254,47.22,2361.0,2313.78,0,0.0,0,5876.73,20,1,244,0.2363816900703764,2,0,0,1,online purchase,Entertainment,desktop,1,card,Buying a digital season pass for a racing game.,PlayStation Store,,0,1,routine,other
TX000047,2025-01-04 14:41:10,CUST0116,437.36,3976.03,3538.67,0,81.14,0,38.84,14,1,260,0.1657749574930738,2,0,0,1,online purchase,Clothing,mobile,1,card,Buying yoga pants and a workout top.,Lululemon,,0,1,routine,other
TX000048,2025-01-04 19:53:14,CUST0232,501.61,2006.44,1504.83,0,0.0,0,7723.89,19,1,321,0.2297099168724586,2,0,0,1,online purchase,Travel,desktop,1,card,Booking a room for a family reunion weekend.,Hilton Hotels,,0,1,routine,services
TX000049,2025-01-04 10:10:31,CUST0066,167.71,2096.33,1928.62,0,0.0,0,7546.18,10,1,314,0.0165373365335578,2,0,0,1,online purchase,Food,mobile,1,card,Same-day grocery delivery for a dinner party.,Instacart,,0,1,routine,services
TX000050,2025-01-04 14:16:15,CUST0048,61.59,1368.56,1306.97,0,0.0,0,3878.27,14,1,161,0.1143421835130449,2,0,0,0,online purchase,Food,mobile,1,card,Weekly grocery shopping for family household essentials and fresh produce.,Metro Grocery Mart,,0,1,routine,daily essentials
TX000051,2025-01-04 19:16:58,CUST0039,142.98,1743.63,1600.65,0,0.0,0,907.28,19,1,37,0.21836438169054,1,0,0,0,online purchase,Clothing,desktop,1,card,Purchase of a new denim jacket and several cotton t-shirts.,Urban Outfitters,Standard seasonal shopping behavior.,0,1,routine,other
TX000052,2025-01-04 09:41:00,CUST0296,506.15,4217.89,3711.74,0,4.22,0,55.5,9,1,81,0.3978259922675418,2,1,1,1,transfer,Utilities,desktop,1,bank,Monthly utility bill payment for residential electricity and water services.,City Water & Power,,0,1,routine,daily essentials
TX000053,2025-01-04 08:04:50,CUST0010,0.97,193.81,192.84,0,0.0,0,6080.08,8,1,253,0.1073994960049018,1,0,0,0,online purchase,Food,mobile,1,e-wallet,Morning coffee and breakfast pastry purchase during commute to work.,Starbucks Coffee,,0,1,routine,daily essentials
TX000054,2025-01-04 00:18:29,CUST0181,6.84,3421.08,3414.24,0,0.0,0,3168.31,0,1,132,0.0288536928527474,1,0,0,0,online purchase,Entertainment,desktop,1,card,Automatic monthly subscription renewal for standard high-definition streaming service plan.,Netflix Streaming,Recurring monthly charge.,0,1,routine,services
TX000055,2025-01-04 13:43:42,CUST0165,144.94,414.11,269.17,0,2.08,0,85.41,13,1,275,0.1739721851660722,2,0,0,0,online purchase,Travel,desktop,1,card,Booking a round-trip domestic flight for a planned summer vacation.,Delta Airlines,,0,1,routine,services
TX000056,2025-01-04 03:01:07,CUST0218,3886.7,4224.67,337.97,0,0.0,0,5259.02,3,1,219,0.2391132747165187,2,1,0,1,online purchase,Electronics,desktop,0,card,URGENT! High-end workstation purchase for immediate overnight shipping to unverified address.,Elite Electronics Hub,Customer account password was changed 10 minutes prior to transaction.,1,9,urgent,luxury goods
TX000057,2025-01-05 17:23:40,CUST0046,90.63,3021.16,2930.53,0,0.0,0,185.39,17,1,7,0.1837730892861691,2,0,0,1,online purchase,Services,mobile,1,card,Payment for fuel and car wash services at a local station.,Local Shell Station,,0,1,routine,daily essentials
TX000058,2025-01-05 21:41:01,CUST0070,22.77,1518.31,1495.54,0,0.0,0,3285.68,21,1,136,0.9214855655814652,1,0,0,0,online purchase,Entertainment,desktop,1,e-wallet,Digital purchase of a newly released strategy game during seasonal sale.,Steam Games,,0,1,routine,other
TX000059,2025-01-05 11:01:05,CUST0205,100.55,4570.27,4469.72,0,0.0,0,5987.02,11,1,249,0.2185589018097827,2,0,0,1,online purchase,Electronics,mobile,1,card,Order for replacement HDMI cables and a wireless computer mouse.,Amazon Marketplace,,0,1,routine,other
TX000060,2025-01-05 18:49:44,CUST0287,294.89,4536.84,4241.95,0,0.0,0,6882.83,18,1,286,0.0434267701695467,2,0,0,1,online purchase,Food,mobile,1,card,Purchase of organic groceries and specialty health food items.,Whole Foods Market,,0,1,routine,daily essentials
TX000061,2025-01-05 06:18:52,CUST0119,32.27,4033.45,4001.18,0,0.0,0,774.31,6,1,32,0.1907642478260222,2,0,0,1,online purchase,Services,tablet,1,bank,Monthly gym membership fee for local fitness center access.,Planet Fitness,Subscription payment.,0,1,routine,services
TX000062,2025-01-05 10:00:05,CUST0238,28.41,189.37,160.96,0,0.0,0,8650.0,10,1,360,0.956920142406184,2,0,0,0,online purchase,Services,desktop,1,card,Buying supplies for a weekend home improvement and painting project.,The Home Depot,,0,1,routine,other
TX000063,2025-01-05 15:57:55,CUST0123,1037.7,3706.06,2668.36,0,0.0,0,8679.97,15,1,361,0.8617765740030365,2,0,0,0,online purchase,Electronics,desktop,1,card,Purchasing a new tablet for student use and educational purposes.,Best Buy,,0,2,routine,other
TX000064,2025-01-05 02:01:15,CUST0216,4.32,2882.92,2878.6,0,393.13,0,60.88,2,1,191,0.9566462966299872,1,1,0,0,online purchase,Services,mobile,0,e-wallet,Small verification test of card validity via multiple rapid micro-payments.,Global MicroServices,Detected 5 similar attempts within 60 seconds from different IPs.,1,8,routine,services
TX000065,2025-01-05 22:26:39,CUST0279,8.27,689.24,680.97,0,0.0,0,7366.44,22,1,306,0.0220980548284439,1,0,0,0,online purchase,Travel,mobile,1,e-wallet,Transportation service from downtown office to residential home address.,Uber Rides,,0,1,routine,services
TX000066,2025-01-05 12:48:45,CUST0178,82.73,2068.13,1985.4,0,0.0,0,4596.81,12,1,191,0.2128650903004286,2,0,0,1,online purchase,Clothing,mobile,1,card,Restocking skincare products and purchasing new cosmetics for personal use.,Sephora,,0,1,routine,other
TX000067,2025-01-06 16:46:02,CUST0093,484.11,2200.51,1716.4,0,0.0,0,3736.77,16,0,155,0.233086853362004,1,0,0,1,online purchase,Travel,desktop,1,card,Deposit for a three-night hotel stay for an upcoming business conference.,Marriott Hotels,,0,1,routine,services
TX000068,2025-01-06 13:36:07,CUST0197,21.99,2199.23,2177.24,0,0.0,0,301.6,13,0,12,0.0238708057689544,2,0,0,1,online purchase,Food,mobile,1,card,Lunch order for two people including bowls and drinks.,Chipotle Mexican Grill,,0,1,routine,daily essentials
TX000069,2025-01-06 11:13:03,CUST0194,125.5,2509.98,2384.48,0,0.0,0,5243.22,11,0,218,0.2374398743911713,1,0,0,1,withdrawal,Services,mobile,1,card,Cash withdrawal from local ATM for small miscellaneous daily expenses.,ATM Withdrawal - Downtown,,0,2,routine,crypto/finance
TX000070,2025-01-06 20:01:14,CUST0251,314.16,4488.07,4173.91,0,0.0,0,524.02,20,0,21,0.2320175064143674,1,0,0,1,online purchase,Clothing,tablet,1,card,Purchase of running shoes and athletic gear for marathon training.,Adidas Store,,0,1,routine,other
TX000071,2025-01-06 10:29:15,CUST0107,472.28,3148.54,2676.26,0,0.0,0,7738.49,10,0,322,0.1873555389840371,2,0,0,1,transfer,Crypto,desktop,1,bank,Scheduled monthly purchase of digital assets for long-term investment portfolio.,Binance US,Regularly occurring investment activity.,0,2,routine,crypto/finance
TX000072,2025-01-06 18:23:33,CUST0076,1.35,67.37,66.02,0,0.0,0,4458.39,18,0,185,0.2597871619098845,2,0,0,0,online purchase,Gambling,mobile,1,e-wallet,Small deposit into sports wagering account for weekend football games.,DraftKings,,0,4,routine,other
TX000073,2025-01-06 17:14:51,CUST0247,241.61,2684.57,2442.96,0,0.0,0,8225.25,17,0,342,0.0502764735272282,1,0,0,1,online purchase,Clothing,mobile,1,card,Buying children's school clothes and basic household supplies for the week.,Target Stores,,0,1,routine,other
TX000074,2025-01-06 04:58:11,CUST0095,20.36,4072.32,4051.96,0,0.0,0,1180.97,4,0,49,0.2601398764882172,2,0,0,1,online purchase,Entertainment,mobile,1,card,Payment for iCloud storage upgrade and monthly music subscription service.,Apple Services,Automated billing.,0,1,routine,services
TX000075,2025-01-06 14:25:04,CUST0118,272.51,2477.39,2204.88,0,619.35,0,89.9,14,0,33,0.2797682409679856,2,0,0,1,online purchase,Services,mobile,1,card,Annual check-up and vaccination fees for family pet health care.,Local Veterinary Clinic,,0,1,routine,services
TX000076,2025-01-06 09:45:04,CUST0193,2200.03,4888.95,2688.92,0,0.0,0,5745.75,9,0,239,0.2537001528119603,2,0,0,0,transfer,Services,desktop,1,bank,Monthly rental payment for residential apartment via bank transfer portal.,Rent Payment - City Apts,Expected monthly recurring transfer.,0,1,routine,services
TX000077,2025-01-06 23:59:06,CUST0104,5.43,775.34,769.91,0,23.98,0,129.79,23,0,170,0.2575039472397014,1,0,0,1,online purchase,Food,mobile,1,card,Quick late-night meal purchase at drive-thru for family members.,McDonald's,,0,1,routine,daily essentials
TX000078,2025-01-06 04:01:51,CUST0028,87.42,112.08,24.66,0,1288.86,0,71.55,4,0,236,0.4315021894065238,2,2,1,1,online purchase,Electronics,desktop,0,card,Large overseas purchase of luxury goods. User is currently in different country.,LuxuryWatch HK,Transaction originated from an IP in a high-risk jurisdiction.,1,9,urgent,luxury goods
TX000079,2025-01-06 15:33:30,CUST0275,112.4,4495.96,4383.56,0,0.0,0,7599.56,15,0,316,0.1381486151223167,2,0,0,1,online purchase,Services,mobile,1,card,Prescription refill and purchase of over-the-counter vitamins and supplements.,Walgreens Pharmacy,,0,1,routine,daily essentials
TX000080,2025-01-06 20:07:05,CUST0074,98.45,1640.84,1542.39,0,0.0,0,6524.12,20,0,271,0.2754263913495592,2,0,0,0,online purchase,Travel,desktop,1,card,Car rental reservation for an upcoming weekend road trip excursion.,Expedia,,0,1,routine,services
TX000081,2025-01-06 19:00:02,CUST0264,17.41,967.05,949.64,0,0.0,0,8515.0,19,0,354,0.1614731058958141,1,0,0,1,online purchase,Entertainment,mobile,1,e-wallet,Tickets and snacks for two for a weekend movie screening.,AMC Theatres,,0,1,routine,other
TX000082,2025-01-06 10:05:49,CUST0232,120.39,1504.83,1384.44,0,501.61,0,38.21,10,0,323,0.2297099168724586,2,0,0,1,online purchase,Utilities,mobile,1,bank,Monthly mobile phone plan and data service payment for family.,Verizon Wireless,,0,1,routine,services
TX000083,2025-01-06 21:01:18,CUST0155,50.43,1120.57,1070.14,0,0.0,0,7293.02,21,0,303,0.9434765956938906,1,0,0,0,online purchase,Clothing,tablet,1,card,Order for new gym attire and moisture-wicking socks for workout.,Nike Online,,0,1,routine,other
TX000084,2025-01-06 16:41:26,CUST0166,16.48,470.75,454.27,0,0.0,0,2752.69,16,0,114,0.1015890523390586,2,0,0,1,online purchase,Clothing,mobile,1,card,Purchasing basic office wear and accessories for the new work week.,H&M Fashion,,0,1,routine,other
TX000085,2025-01-06 22:07:06,CUST0210,22.77,2529.74,2506.97,0,0.0,0,550.12,22,0,22,0.1945772100546086,1,0,0,1,online purchase,Entertainment,desktop,1,e-wallet,Gift purchase for a friend's birthday of a popular indie game.,Steam Digital,,0,1,routine,other
TX000086,2025-01-06 17:13:24,CUST0282,38.34,1917.13,1878.79,0,0.0,0,5057.22,17,0,210,0.0135431276824813,1,0,0,1,online purchase,Food,mobile,1,card,Mid-week grocery run for fresh flowers and artisanal snacks.,Trader Joe's,,0,1,routine,daily essentials
TX000087,2025-01-06 12:59:34,CUST0173,1.23,306.48,305.25,0,0.0,0,276.99,12,0,11,0.2515503609277085,2,0,0,1,online purchase,Food,mobile,1,card,Buying a sandwich lunch deal while out on errands today.,Subway,,0,1,routine,daily essentials
TX000088,2025-01-07 11:09:47,CUST0248,126.74,1056.2,929.46,0,196.02,0,92.09,11,0,137,0.0392837214130572,2,0,0,1,online purchase,Services,desktop,1,card,Buying new storage organizers and a desk lamp for home office.,IKEA Online,,0,1,routine,other
TX000089,2025-01-07 10:26:54,CUST0197,32.66,2177.24,2144.58,1,21.99,0,20.85,10,0,13,0.0238708057689544,2,0,0,1,online purchase,Services,desktop,1,card,Payment for professional networking site membership for career advancement tools.,LinkedIn Premium,Subscription billing.,0,1,routine,services
TX000090,2025-01-07 13:00:15,CUST0015,246.64,4484.36,4237.72,0,0.0,0,1045.0,13,0,43,0.2859596708448945,1,0,0,1,online purchase,Services,mobile,1,card,Purchase of garden tools and soil for spring planting season.,Lowe's,,0,1,routine,other
TX000091,2025-01-07 15:51:44,CUST0174,348.72,1162.4,813.68,0,0.0,0,1815.86,15,0,75,0.9559582161807316,2,0,0,0,transfer,Services,mobile,1,bank,Manual transfer of surplus funds to personal high-yield savings account.,Transfer to Savings,Internal account movement.,0,1,routine,crypto/finance
TX000092,2025-01-07 18:47:33,CUST0088,92.11,2878.5,2786.39,0,0.0,0,474.79,18,0,19,0.2840633953278509,1,0,0,1,online purchase,Clothing,tablet,1,card,Buying handmade jewelry for a family member's anniversary gift.,Etsy Marketplace,,0,2,routine,other
TX000093,2025-01-07 02:37:17,CUST0188,3485.8,3556.94,71.14,0,0.0,0,7130.62,2,0,297,0.29817909484403,2,1,0,0,transfer,Services,mobile,0,bank,URGENT! Confused user reports needing to move all funds to safety.,Private Transfer SVC,User sounds distressed; recipient account is newly opened and suspicious.,1,10,panic,crypto/finance
TX000094,2025-01-07 20:57:30,CUST0284,20.11,1675.62,1655.51,0,0.0,0,668.96,20,0,27,0.0049911061287374,1,0,0,1,online purchase,Food,mobile,1,e-wallet,Dinner delivery from local Thai restaurant for a quiet night in.,GrubHub,,0,1,routine,services
TX000095,2025-01-07 14:41:53,CUST0208,132.56,1656.94,1524.38,0,152.82,0,100.3,14,0,242,0.764871434110498,1,0,0,0,online purchase,Electronics,desktop,1,card,Purchase of a new internal solid state drive for computer upgrade.,Newegg,,0,1,routine,other
TX000096,2025-01-07 16:18:52,CUST0108,497.71,2765.05,2267.34,0,22.3,0,127.2,16,0,339,0.0604805895154762,2,0,0,0,online purchase,Travel,desktop,1,card,Flight booking for holiday travel to visit relatives out of state.,Southwest Air,,0,1,routine,services
TX000097,2025-01-07 11:13:50,CUST0210,37.6,2506.97,2469.37,1,22.77,0,13.11,11,0,23,0.1945772100546086,1,0,0,1,online purchase,Services,mobile,1,card,Purchasing household cleaning supplies and seasonal allergy medication.,CVS Pharmacy,,0,1,routine,daily essentials
TX000098,2025-01-07 02:56:48,CUST0139,1.22,405.77,404.55,0,0.0,0,7202.95,2,0,300,0.2151138471037736,2,0,0,0,online purchase,Entertainment,mobile,1,card,Monthly music streaming premium plan for ad-free listening experience.,Spotify,Recurring monthly billing.,0,1,routine,services
TX000099,2025-01-07 12:13:17,CUST0119,80.02,4001.18,3921.16,0,32.27,0,53.91,12,0,34,0.1907642478260222,2,0,0,1,online purchase,Crypto,mobile,1,bank,Small purchase of Bitcoin as part of a dollar-cost averaging strategy.,Coinbase,,0,3,routine,crypto/finance
TX000100,2025-01-07 19:50:10,CUST0190,14.64,1219.88,1205.24,0,0.0,0,5467.84,19,0,227,0.1790823071928497,2,0,0,1,online purchase,Entertainment,mobile,1,card,Tickets for evening movie screening and popcorn combo purchase.,Starlight Cinema,,0,1,routine,other
